,Unnamed: 0,URL,ID,Name,Subtitle,Icon URL,Average User Rating,User Rating Count,Price,In-app Purchases,Description,Developer,Age Rating,Languages,Size,Primary Genre,Genres,Original Release Date,Current Version Release Date,genre,Download,Income,Ad Income,Sale Income,Total Income
9837,9837,https://apps.apple.com/us/app/food-evolution-clicker-game/id1159689330,1159689330,Food Evolution - Clicker Game,,https://is4-ssl.mzstatic.com/image/thumb/Purple117/v4/da/87/bc/da87bc34-4e28-6ddd-56cb-dea328ea002f/source/512x512bb.jpg,4.5,4556,0,0.99,"Combine foods to mutate them, discover their bizarre and exotic forms, and become rich!\n\nHIGHLIGHTS\n\u25c9 No pop up ads! We hate them as much as you do\n\u25c9 The ultimate incremental clicker game\n\u25c9 Tons of upgrades to get more foods faster\n\u25c9 Earn coins from your foods while offline\n\u25c9 Four different areas to discover\n\u25c9 Tons of crazy evolutions\n\nTHE STORY\nCreate tons of amazing foods in this cute evolution game. As you create more foods, you will discover new worlds and eventually capture the entire planet!\n\nOFFLINE PROFITS\nYour foods will generate coins while you are away, that you can use to evolve even more foods! You can even feed them cats!\n\nHOW TO PLAY\nDrag similar foods together to combine them and create new mysterious creatures\nFoods automatically earn coins but you can tap them to earn coins faster\nUse food coins to buy new foods and make even more money\n\nA VICIOUS CYCLE\nAs you create more and more evolutions and mutations, your foods will generate even more coins for you!\n\nNO POP UP ADS\nWhat are you waiting for? Unlike many other evolution games, Food Evolution has no pop up ads! Download this game now and witness the best evolution ever!","Diced Pixel, LLC",9+,EN,36059136,Games,"Games, Family, Strategy",30/09/2016,5/05/2017,Family,91120,6852.224,874.752,0,174950.4
8587,8587,https://apps.apple.com/us/app/shark-evolution-clicker-game-of-the-deep-sea-mutants/id1114932076,1114932076,Shark Evolution | Clicker Game of the Deep Sea Mutants,,https://is4-ssl.mzstatic.com/image/thumb/Purple30/v4/ed/6d/ea/ed6dea45-6abd-3d37-422f-40a28a67254a/source/512x512bb.jpg,5,3817,0,"1.99, 1.99, 1.99, 4.99, 0.99, 5.99, 1.99, 6.99, 5.99, 9.99","""Feared by many, a force of nature, the obsession of way too many screenwriters in Hollywood\u2026 That\u2019s right, you got it: SHARKS! Sharks are the lions of the sea \u2013 they\u2019re regal, astute and, above all, carnivores. \n\nIt might be those big bulging eyes or the lack of a silky mane, but they\u2019re actually waaaay scarier than their terrestrial counterparts. This is why we decided that YES, the world needs a sharklicious version of the Evolution saga (maybe we just want to see the world BURN)! It\u2019s a new wave of entertainment!\n\nWhy settle for an ordinary shark? Sharks are scary by nature but with a little help of Shark Evolution they can get EXTRA scary and you can create and develop many fishy shark species, just combine them to see them evolve! Have a sea of fun mixing, matching and combining these villains of the water world!\n\nFEATURES\n\u2022 Pantheon: a new place for supreme beings to look down on us mortals and laugh at our misery\n\u2022 Impostors: watch out for impostors trying to steal the spotlight from the sharks\n\nHOW TO PLAY\n\u2022 Drag and drop similar sharks to create new mysterious creatures\n\u2022 Use sharks poop coins to buy new creatures and make even more money\n\u2022 Alternatively, fiercely tap a shark to make coins pop when sharks poop\n\nHIGHLIGHTS\n\u2022 Different stages and many shark species to discover\n\u2022 A mind-blowing story yet untold\n\u2022 The unexpected mix of alpaca-like evolution, 2048 and incremental clicker games\n\u2022 Doodle-like illustrations\n\u2022 Various possible endings: find your destiny\n\u2022 No sharks were harmed in the making of this game, only developers\n\nBait the hook and download Shark Evolution now!\n\nDisclaimer: While this App is completely free to play, some additional content can be purchased for real money in-game. If you do not want to use this feature, please turn off in-app purchases in your device's settings.\n\nLike our page on Facebook and be the first to know about our upcoming games and updates! http://fb.com/tappshq""",Tapps Tecnologia da Informa\xe7\xe3o Ltda.,9+,EN,77291520,Games,"Games, Family, Entertainment, Strategy",1/06/2016,1/06/2016,Family,76340,5740.768,732.864,0,146572.8
11231,11231,https://apps.apple.com/us/app/unicorn-evolution-mythical-creature-clicker-game/id1215026315,1215026315,Unicorn Evolution | Mythical Creature Clicker Game,,https://is2-ssl.mzstatic.com/image/thumb/Purple127/v4/26/bf/a4/26bfa441-cfa1-857a-d004-8ed9c17dc8a4/source/512x512bb.jpg,5,3555,0,"1.99, 0.99, 2.99, 1.99, 4.99, 5.99, 6.99, 1.99, 9.99, 5.99","""The Evolution series just got a fabulous touch! Claimed by our beloved players, unicorns are here to stay... and to mutate... a lot! If having a giant horn in the middle of the head wasn\u2019t already enough, the most majestic of all creatures are about to get the Evolution treatment we all know and love. Check it out!\n\nHow to play? Easy! Combine unicorns to evolve them and discover their most curious, exotic and bizarre forms!\n\nFEATURES\n\u2022 Pantheon: a new place for supreme beings to look down on us mortals and laugh at our misery\n\u2022 Impostors: watch out for impostors trying to steal the unicorns\u2019 spotlight\n\nHOW TO PLAY\n\u2022 Drag and drop similar unicorns to create new mysterious creatures\n\u2022 Use unicorn eggs to buy new creatures and make even more money\n\u2022 Alternatively, fiercely tap a unicorn to make eggs pop\n\nHIGHLIGHTS\n\u2022 Different stages and many unicorn species to discover\n\u2022 A mind-blowing story yet untold\n\u2022 The unexpected mix of alpaca-like evolution, 2048 and incremental clicker games\n\u2022 Doodle-like illustrations\n\u2022 Various possible endings: find your destiny\n\u2022 No unicorns were harmed in the making of this game, only developers\n\nCome to the mythical side of the Evolution series games! Unicorns await!\n\nDisclaimer: While this App is completely free to play, some additional content can be purchased for real money in-game. If you do not want to use this feature, please turn off in-app purchases in your device's settings.\n\nLike our page on Facebook and be the first to know about our upcoming games and updates! http://fb.com/tappshq""",Tapps Tecnologia da Informa\xe7\xe3o Ltda.,4+,EN,67058688,Games,"Games, Family, Strategy, Entertainment",27/04/2017,10/05/2017,Family,71100,5346.72,682.56,0,136512
2135,2135,https://apps.apple.com/us/app/prehistoric-fun-park-builder/id632494400,632494400,Prehistoric Fun Park Builder,Amusement Theme Park Simulator,https://is5-ssl.mzstatic.com/image/thumb/Purple128/v4/5a/ac/93/5aac9378-a16a-4763-5234-669dd74fcc9d/source/512x512bb.jpg,4.5,3127,0,"0.99, 1.99, 4.99, 1.99, 9.99, 0.99, 9.99, 4.99, 29.99, 49.99","""Build an incredible prehistoric theme park and become an amusement tycoon of the Stone Age! Take up the call of the primeval past and enter the world of crazy prehistoric rides, attractions and roller coasters! Turn a boring caveman\u2019s life into a wonderful never-ending holiday!\n\nNote: The game requires iPhone 4S/ iPod Touch 5/ iPad 2/ iPad mini or above.\n\n* You can choose from more than 60 mind boggling attractions and rides: giant wooden swings, trampolines made from mammoth hide, giddy merry-go-rounds, stone slides, extreme roller coasters, water rapids and even dinomotors powered by real huge dinosaurs to make all these rides run!\n\n* Decorate your theme park with exotic trees, unique flowers, pagan totems and stone temples.\n\n* Build snack bars, drinking fountains, balloon stands and restrooms around the park to meet your customers' needs.\n\n* Build cozy rest areas and place benches around for your visitors to feel comfortable in your wonderful park.\n\n* Offer your guests a fruit cocktail, cook them a great kabob and treat them with the first  ice cream ever created.\n\n* Hire workers. They will keep your park running and take care of visitors when you are not in the game.\n\n* Play with your friends and share your achievements! Compete with them to build the best amusement park!\n\nBuild the biggest and craziest prehistoric theme park ever! The prehistoric world is waiting for you! PLAY IT NOW FOR FREE!\n_________________________________________\n\nLIKE US\nhttp://www.facebook.com/PrehistoricPark\n\nFOLLOW US\nhttps://twitter.com/GearGames\n\nWATCH US\nhttps://www.youtube.com/watch?v=eiDNLlQxirs\n_________________________________________\n\nPlease note that the game requires internet connection.""",Gear Games,4+,EN,60436480,Games,"Games, Family, Strategy",25/11/2013,11/10/2017,Family,62540,4703.008,600.384,0,120076.8
266,266,https://apps.apple.com/us/app/sudoku-tablet/id362562850,362562850,Sudoku Tablet,,https://is1-ssl.mzstatic.com/image/thumb/Purple122/v4/3d/cf/52/3dcf52f5-e7e1-8471-2aab-7fb839d1cb3e/source/512x512bb.jpg,2.5,2117,0,4.99,"""Sudoku Tablet is especially designed for the iPad and offers different Sudoku puzzles. It provides a great user experience by combining the overwhelming display size with an intuitive handling. \n\nPlay four different Sudoku types or play your favorite sudoku from the newspaper. Tap on the menu button to choose a new Sudoku. Double tap on a field to fill in your own pencil marks or let Sudoku Tablet automatically create the pencil marks for you. Use the hint system to get an advice once you're stuck. \n\nSudoku Tablet offers the following features:\n\n- play the traditional Sudoku , Sudoku X,  Sudoku Plus, or Samurai Sudoku\n- choose from five difficulty levels (purchased app only)\n- save and load Sudokus (purchased app only)\n- mail a sudoku to your friend  (purchased app only)\n- enter your own puzzle in the newspaper mode\n- unlimited amount of Sudokus generated on demand\n- tap on a predefined number to color all of them\n- automatic pencil marks that change according to your input\n- hint system shows a field or additionally the number\n- highlight row and column dependent on the current selection\n- can show wrong numbers in red\n- remembers your the favorite position of your Sudoku\n- beautiful animations\n- progress is automatically saved on exit\n\nIf you like Sudoku Tablet and don't want to be bothered by the Ads you can remove them via InApp Purchase.""",Heiko Hambrock,4+,"EN, FR, DE, ES",18915328,Games,"Games, Family, Strategy, Entertainment",2/04/2010,3/05/2017,Family,42340,3183.968,406.464,0,81292.8
915,915,https://apps.apple.com/us/app/virtual-pet-dino-and-farm/id473030484,473030484,Virtual Pet Dino and Farm.,"""Pet me, i'm little Dinosaur""",https://is1-ssl.mzstatic.com/image/thumb/Purple123/v4/4c/44/f5/4c44f5f6-b0ff-10b3-9fdd-d9803188c5ae/source/512x512bb.jpg,4,1639,0,"0.99, 0.99, 3.99, 0.99, 1.99, 0.99, 6.99, 0.99, 0.99","Lasunchic is a kind and adoring creature who loves his treats, and needs an attentive and loving owner. It needs YOU! Think about it, you\u2019ve never been able to have a pet due to allergies, well, dander be damned! Never again sacrifice companionship for itchy eyes and a runny nose! \xa0What\u2019s that you say? You think a pet will mess with your social life. Not to worry! You\u2019ll never have to tell your friends you can\u2019t go away for the weekend because you can\u2019t find a pet sitter. And you can forget the annoying dog in your purse. The new rage is a dinosaur in your phone!\nWe\u2019ve done our best to create the most realistic living creature possible. It will grow, love and laugh, all in your phone and in real time. We will constantly be updating and bettering your pet\u2019s intelligence in each version of the application, making him smarter, wittier, and more versatile. . Too good to be true? Get this: you\u2019re not even going to need to buy any food for your pet!\nYou will start to look forward to pet\u2019s messages, humor and other, at times, off the wall comments. You\u2019ll be checking on your pet every hour! Our team has put a lot of effort into making your feel that there is live virtual creature right next to you at all times.\nWe\u2019ve created both male and female versions with different characteristics, and you can choose the most suitable one for yourself. Important information for owners before committing to buying a pet:\n-\xa0Your pet will need love and care. Think about how miserable you get without it. Expect the same from your pet\u2026\n-\xa0Your virtual pet will communicate with your via text messages. It will send you messages about its needs. From the basic necessities like food, water going out for walk or, going out to do their \u201cbusiness\u201d, to the more abstract, like feelings love, sadness, happiness, support, etc).\n-\xa0Your pet will greet you in the morning and will say good night to you each night. Just make sure it sleeps well. Be forewarned, your pet will become cranky if you will keep waking him up.\n-\xa0Your pet will need to go out for it\u2019s \u201c#1s\u201d and \u201c#2s\u201d. Remember, if you don\u2019t take your pet out, there is a good chance it will use your closet instead\u2026 \xa0\n-\xa0 You will need to keep track of its weight and nutrition. Make sure you watch your pet\u2019s diet and feed him properly. Your pet can die from hunger or being overweight, so make sure you do not over or under feed him.\n-\xa0You pet will never die or leave you alone as long as you care for it. It does not have life expectancy. A companion that will never leave you, and is constantly evolving as time and updates occur.\n-\xa0Of course, we took into account careless owners! If your pet dies, you will need to buy a new pet. Sorry, no pet abusers here, even in virtual world!\n-\xa0You can also win extras and special accessories depending on your bonus points for loving and caring for your pet.\n-\xa0\xa0\xa0\xa0\xa0\xa0\xa0 We want you to love your pets as much as we love and cherish ours!\nYou can snap pictures of your pet anywhere you go and create a special Photo Album! \n\nFarm:\nTo start your Farm first build storage then build irrigation pond and ground patches. Ground patches put at blue area (irrigated ground). \nAfter ground patches built tap on it and choose seeds for sowing.\nBuy seeds or caviar in Storage shop part, this helps you plant faster.\nBuild Recycler for collect garbage. To producing fertilisers update recycler.\nUse fertilisers to grow plants and fish faster.\nFor planting Rainbow you need to build Watering first.\nif accidentally any object built at wrong place just remove it and get coins back. You have 3 minutes for coins back.\nTo get a coins sells a goods at Storage selling part.\nFeed pet with collected foods.\n\nTAKE NOTE:\nThe Pet lives its own life. NOT only when you run the application does your pet exist, but also when your device is in your pocket. You do not need to keep the app running in order to maintain your pet.\nYou do NOT need internet in order to have or maintain your pet.",Sonettic,4+,"EN, RU, UK",117780480,Games,"Games, Family, Strategy, Lifestyle",19/10/2011,10/06/2019,Family,32780,2465.056,314.688,0,62937.6
7831,7831,https://apps.apple.com/us/app/alien-dog-evolution-wild-stray-mutant-simulator/id1081300467,1081300467,Alien Dog Evolution - Wild Stray Mutant Simulator,,https://is2-ssl.mzstatic.com/image/thumb/Purple128/v4/0f/b4/c5/0fb4c5be-8a11-6220-b44e-babfed7af640/source/512x512bb.jpg,5,1633,0,"1.99, 1.99, 4.99, 5.99, 0.99, 9.99, 19.99, 1.99, 5.99, 49.99","""\u2022\u2022\u2022\u2022\u2022\u2022\u2022\u2022\u2022\u2022\u2022Alien World \u2022\u2022\u2022\u2022\u2022\u2022\u2022\u2022\u2022\u2022\u2022\u2022\u2022\u2022\n\n\n~~~~~~~~~~~~~~~~\nINSTRUCTION\n~~~~~~~~~~~~~~~~\n\u2022 Put same type dogs together to mutate new creatures\n\u2022 Dogs poop can become coins and your money incoming\n\u2022 Use dogs coins to buy new animals and new tools update\n\u2022 You can also tap the dogs to make more coins\n\u2022 Decorate you lovely dogs in fitting room\n\u2022 Lucky draw by flip the card\n\u2022 More features can let the mutations more fun\n\n\n~~~~~~~~~~~~~~~~\nFEATURES\n~~~~~~~~~~~~~~~~\n\u2022 There are more than 30 dogs for you to discover\n\u2022 This game is a similar game with alpaca evolution but more fun\n\u2022 Different endings and possibility: find your own dog world to be special one than others\n\u2022 Poop, get coins\u2026. repeat and your will love it.\n\n~~~~~~~~~~~~~~~~\nDog evolution!!!\nOne day, some scientific experiments made those dogs start to mutate.\nWould you like to know what mutations happening to them? \nCombine dogs to evolve them and discover their most strange, fantastic and visionary forms!\nYou never seen so many mutations and crazy features in other games!\nAll the alpaca clicker type evolution, but happened on bad puppy.\nUse your poop coins to evolution and mutations more puppy you will found the fun like alpaca clicker.\npuppy evolve and mutant to another type puppy with fun coins clicker.\nLittle puppy mutant to big puppy, big puppy mutant to fly puppy\u2026 fly puppy mutant to alien puppy.\nMutant is the only thing, keep evolution, keep poop coins clicker.\nIt\u2019s fun like other evolution game like alpaca evolution, rabbit evolution, dog evolution.\nMutations cost your poop coins, but new mutations brings more poop coins.\nMaybe you ever played alpaca evolution, but that one have no poop coins and so much mutant dogs.\nAlpaca clicker is fun, but not this type. dog evolution can let you forget other evolution games.\nKeep mutant poop coins you will get that. dog evolution is so different than alpaca clicker.\nWhich one can keep you playing all the day? not alpaca clicker, it\u2019s dog evolution.\nMutations is the only thing you need care. You only need to care mutations poop coins.\npuppy are waiting mutations. Be a mutations clicker you will get all the puppy.\nUse your finger, dog mutations by coins clicker. Easy to play if you ever play alpaca clicker.\nSo, let\u2019s go, poop mutations, dog mutations!!!!!!\n\n~~~~~~~~~~~~~~~~\nThis is a simulator dog world, think you are one dog or the god of dogs.\n\nDisclaimer: Although this Game is free to play, some content can be purchased for real money in game. If you do not want to use these features, please turn off in-app purchases in your device's settings.""",HU YANRUI,9+,"AR, CA, CS, DA, NL, EN, FI, FR, DE, EL, HE, HU, ID, IT, JA, KO, MS, NB, PL, PT, RO, RU, ZH, SK, ES, SV, TH, ZH, TR, UK, VI",75151360,Games,"Games, Family, Entertainment, Strategy",16/03/2016,14/08/2017,Family,32660,2456.032,313.536,0,62707.2
2118,2118,https://apps.apple.com/us/app/chess-for-kids-play-learn/id629375826,629375826,Chess for Kids - Play & Learn,,https://is2-ssl.mzstatic.com/image/thumb/Purple123/v4/3b/ff/55/3bff5510-9225-1e0d-7024-c973749bbc96/source/512x512bb.jpg,4,1316,0,,"Play Chess the FUN way with the ultimate chess app for kids - and for parents & coaches too! Learn everything from the basic rules to advanced strategies of the world\'s greatest brain game, all with an app that is AD-FREE and 100% SAFE for kids. \n\n- Play chess for FREE with kids from around the world! \n- Challenge the ChessBots - perfect for all skill levels!\n- Improve your game with hilarious kid-friendly videos!\n- Sharpen your skills with 1000s of tricky puzzles!\n\n(Chess games are unlimited and completely free to play. Puzzles and Videos are unlimited for Gold members. Kids cannot chat or make friends with anyone without explicit parental permission. Parents have full control over kids\u2019 accounts.)\n\nREVIEWS\n- ""The videos are funny and I learn a lot from them. I spend a lot of time doing puzzles and it makes me a better chess player."" - Kid, Age 7\n- ""I love ChessKid because my kids are safe and having smart fun. They love playing play kids from around the world.\u201d - Matt, Parent\n- ""I\'ve been looking for years for a place like this where the kids in my chess club can enjoy chess online. You\'ve done it!\u201d - Bruce, Coach\n\nABOUT CHESSKID\nChessKid is built by Chess.com - #1 in online chess!\nFacebook: http://www.facebook.com/ChessKidcom\nTwitter: http://twitter.com/chesskidcom",Chess.com,4+,EN,178354176,Games,"Games, Family, Strategy, Education",6/04/2013,9/05/2019,Family,26320,1979.264,252.672,0,50534.4
1210,1210,https://apps.apple.com/us/app/runway-2-world-tour/id509695214,509695214,Runway 2: World Tour,,https://is2-ssl.mzstatic.com/image/thumb/Purple118/v4/0d/1d/69/0d1d6976-944a-239a-a27e-a3ce0d5fb4c2/source/512x512bb.jpg,4,913,0,,"""Enter the fast paced and exciting world of Runway 2 Free on your iPhone, iPod Touch, and iPad.  You start the game as the lead Air Traffic Controller at Aspen County Airport.  Help Bombardier Canadair CRJ200 regional jets land at your airport before they run out of fuel.  Direct them to the gate to unload passengers and to the fuel and deicing depots to prepare for their outbound journey.  Then it is time for more passengers and a timely takeoff.\n\nThe fun is just beginning.  Move on to the bustle of Washington D.C.\u2019s Dulles International Airport and say hello to Boeing\u2019s 757 and Phantom Ray.  The challenge continues at Paris\u2019s Charles de Gaulle International Airport as newly assembled Airbus A350 aircraft emerge from Air France hangars.  If you master that, head back across the Atlantic to Ciudad Juarez, Mexico where you will test and repair a wide variety of aircraft including the still in service Soviet workhorse Tupolev Tu-154.  Then continue south to vibrant Rio de Janeiro\u2019s Galeao International Airport where a variety of juice depots await you along with the Brazilian Embraer 195.  Prove your mettle at Singapore\u2019s Changi International where the airtrain shuttles passengers to and from gates receiving the Boeing 787 Dreamliner.  Continue your adventure at Delhi\u2019s Indira Gandhi International Airport where passengers have an assortment of tasty snacks and yummy drinks to choose from.  Then drop by the Greek isles at Santorini\u2019s Airport and navigate the minotaur maze.  Hop west to Madrid\u2019s Barajas International Airport for some tasty tapas.  Then head back east to Flughafen Frankfurt am Main and load up some German cars onto Lufthansa freighter planes.  Face an electic challenge at Rome\u2019s Leonardo da Vinci Fiumicino International Airport for fish and grape juice.  Travel to the east to enjoy a relaxing time at Bali's Ngurah Rai International Airport before flying back to London's Heathrow International for a passenger and refueling focused experience.  Finally, collect tulips at Amsterdam Schiphol Airport and go shopping in Casablanca.  Visit with dolphins in Sydney against the backdrop of the Opera House.\n\nFeatures:\n- Drag planes to the runway and draw out paths for them once they are on the ground\n- Visual and audio feedback to play quickly and effectively\n- Seventeen exciting cities with new adventures each time\n- Twelve types of aircraft each with their own unique characteristics\n- Multiple runways, gates, and service depots\n- Increasing difficulty and challenge in later cities\n- In-game tutorials and booklet makes getting started fun and easy\n- Difficulty settings for a bespoke gaming experience\n- Unique theme music for each city\n- Addictive, invigorating gameplay\n\nThis game shows advertisements from our sponsors.""",Rahul Biswas,4+,EN,71663616,Games,"Games, Family, Strategy, Travel",23/03/2012,7/04/2018,Family,18260,1373.152,175.296,0,35059.2
1009,1009,https://apps.apple.com/us/app/virtual-pet-corny-and-farm/id484890443,484890443,Virtual Pet Corny and Farm.,"""Pet me, i'm little Unicorn""",https://is1-ssl.mzstatic.com/image/thumb/Purple123/v4/d6/40/7d/d6407d19-c2f0-8402-ac5b-7408ec84b9aa/source/512x512bb.jpg,4,865,0,"0.99, 0.99, 0.99, 0.99, 3.99, 1.99, 0.99, 6.99, 0.99, 0.99","Lasunchic is a kind and adoring creature who loves his treats, and needs an attentive and loving owner. It needs YOU! Think about it, you\u2019ve never been able to have a pet due to allergies, well, dander be damned! Never again sacrifice companionship for itchy eyes and a runny nose! \xa0What\u2019s that you say? You think a pet will mess with your social life. Not to worry! You\u2019ll never have to tell your friends you can\u2019t go away for the weekend because you can\u2019t find a pet sitter. And you can forget the annoying dog in your purse. The new rage is a dinosaur in your phone!\nWe\u2019ve done our best to create the most realistic living creature possible. It will grow, love and laugh, all in your phone and in real time. We will constantly be updating and bettering your pet\u2019s intelligence in each version of the application, making him smarter, wittier, and more versatile. . Too good to be true? Get this: you\u2019re not even going to need to buy any food for your pet!\nYou will start to look forward to pet\u2019s messages, humor and other, at times, off the wall comments. You\u2019ll be checking on your pet every hour! Our team has put a lot of effort into making your feel that there is live virtual creature right next to you at all times.\nWe\u2019ve created both male and female versions with different characteristics, and you can choose the most suitable one for yourself. Important information for owners before committing to buying a pet:\n-\xa0Your pet will need love and care. Think about how miserable you get without it. Expect the same from your pet\u2026\n-\xa0Your virtual pet will communicate with your via text messages. It will send you messages about its needs. From the basic necessities like food, water going out for walk or, going out to do their \u201cbusiness\u201d, to the more abstract, like feelings love, sadness, happiness, support, etc).\n-\xa0Your pet will greet you in the morning and will say good night to you each night. Just make sure it sleeps well. Be forewarned, your pet will become cranky if you will keep waking him up.\n-\xa0Your pet will need to go out for it\u2019s \u201c#1s\u201d and \u201c#2s\u201d. Remember, if you don\u2019t take your pet out, there is a good chance it will use your closet instead\u2026 \xa0\n-\xa0 You will need to keep track of its weight and nutrition. Make sure you watch your pet\u2019s diet and feed him properly. Your pet can die from hunger or being overweight, so make sure you do not over or under feed him.\n-\xa0You pet will never die or leave you alone as long as you care for it. It does not have life expectancy. A companion that will never leave you, and is constantly evolving as time and updates occur.\n-\xa0Of course, we took into account careless owners! If your pet dies, you will need to buy a new pet. Sorry, no pet abusers here, even in virtual world!\n-\xa0You can also win extras and special accessories depending on your bonus points for loving and caring for your pet.\n-\xa0We want you to love your pets as much as we love and cherish ours!\nYou can snap pictures of your pet anywhere you go and create a special Photo Album! \n\nFarm:\nTo start your Farm first build storage then build irrigation pond and ground patches. Ground patches put at blue area (irrigated ground). \nAfter ground patches built tap on it and choose seeds for sowing.\nBuy seeds or caviar in Storage shop part, this helps you plant faster.\nBuild Recycler for collect garbage. To producing fertilisers update recycler.\nUse fertilisers to grow plants and fish faster.\nFor planting Rainbow you need to build Watering first.\nif accidentally any object built at wrong place just remove it and get coins back. You have 3 minutes for coins back.\nTo get a coins sells a goods at Storage selling part.\nFeed pet with collected foods.\n\nTAKE NOTE:\nThe Pet lives its own life. NOT only when you run the application does your pet exist, but also when your device is in your pocket. You do not need to keep the app running in order to maintain your pet.\nYou do NOT need internet in order to have or maintain your pet.",Sonettic,4+,"EN, RU, UK",127486976,Games,"Games, Family, Strategy, Lifestyle",22/12/2011,10/06/2019,Family,17300,1300.96,166.08,0,33216
10567,10567,https://apps.apple.com/us/app/pig-evolution-mutant-hog-clicker-game/id1187362853,1187362853,Pig Evolution | Mutant Hog Clicker Game,,https://is4-ssl.mzstatic.com/image/thumb/Purple111/v4/b1/4e/6a/b14e6a16-216b-151b-4863-e6446291a56d/source/512x512bb.jpg,5,823,0,"1.99, 1.99, 1.99, 4.99, 1.99, 6.99, 5.99, 5.99, 1.99, 9.99","""Oink, oink! Look, IT\u2019S A PIG! And it\u2019s EVOLVING! Come meet all different and weird types of piggies in this FUNNY evolution game! Tired of being considered the dirtiest animals in the food chain, it\u2019s time for the pigs to rub their evolution in everyone\u2019s face!\n\nActually, in this game, the dirtier your pigs are, the richer you will get: make coins POP as your pigs POOP and wallow in money while your herd of pigs wallow in\u2026 well, whatever they\u2019re into!\n\nHOW TO PLAY\n\u2022 Drag and drop similar pigs to create new mysterious and mutant creatures\n\u2022 Use pig poop coins to buy new pigs and make even more money\n\u2022 Alternatively, fiercely tap a pig to make them poop and collect more coins!\n\nHIGHLIGHTS\n\u2022 Different levels and many different pig species to discover\n\u2022 Watch out for the impostors that will get in your way!\n\u2022 Put on funny HATS in your pigs and make them unique!\n\u2022 Paint your pigs the color you want and create a very very special herd of yours!\n\nNo pigs were harmed in the making of this game, only developers. Come and check them out!\n\nDisclaimer: While this App is completely free to play, some additional content can be purchased for real money in-game. If you do not want to use this feature, please turn off in-app purchases in your device's settings.\n\nLike our page on Facebook and be the first to know about our upcoming games and updates! http://fb.com/tappshq""",Tapps Tecnologia da Informa\xe7\xe3o Ltda.,4+,EN,65897472,Games,"Games, Family, Strategy, Entertainment",12/01/2017,4/02/2017,Family,16460,1237.792,158.016,0,31603.2
1117,1117,https://apps.apple.com/us/app/grub-guardian/id498330099,498330099,Grub Guardian,,https://is4-ssl.mzstatic.com/image/thumb/Purple127/v4/f8/b7/22/f8b72283-b29b-8951-a926-073e24819c01/source/512x512bb.jpg,4,727,0,"9.99, 4.99, 2.99, 1.99, 19.99, 39.99, 0.99","A Guardian Defense game unlike any other, new from KingsIsle Entertainment!\n\nDefend the grub against swarms of different enemies while you train your Wizard101 pet or play to receive free Wizard101 game codes. \n\n\u2022 28 Free maps ranging in difficulty from Easy to Wondra\n\u2022 Each pet has different strengths & abilities\n\u2022 New maps unlock as you progress \n\u2022 Different strategy needed for new enemies\n\u2022 Gold, Silver and Bronze medals for high scores \n\u2022 Ability to purchase premium in-game items and additional maps with Crowns\n\nGrub Guardian is the first mini game that ties directly to your live Wizard101 account! Logging into Grub Guardian allows you to unlock new maps as well as train your pets for experience points. Please be aware - you will not be able to log into Grub Guardian and Wizard101 at the same time. If you do not have a Wizard101 account, you can create one, but non-logged in players can still play a limited number of Grub Guardian maps for Wizard101 game codes.","KingsIsle Entertainment, Inc.",9+,EN,33046528,Games,"Games, Family, Strategy",5/11/2012,28/09/2017,Family,14540,1093.408,139.584,0,27916.8
633,633,https://apps.apple.com/us/app/bees/id425440680,425440680,Bees,,https://is1-ssl.mzstatic.com/image/thumb/Purple/v4/5a/7a/1d/5a7a1da0-ffc7-c2f6-8e6c-e1272ae02c9b/source/512x512bb.jpg,4,607,0,"0.99, 14.99, 0.99, 4.99, 2.99, 2.99, 0.99, 4.99, 19.99, 0.99","""Buzz around vibrant flower fields collecting pollen for your beehive. Along the way, look for bonuses and presents while avoiding the energy-zapping dragonflies. In the beehive, make organic honey and then choose from over 50 jars to store it in. Send free ecards to friends with your selected jars and receive bonuses, or sell your honey at the farmers' market. Work to gain access to all of the tranquil and beautifully-designed nature settings such as strawberry fields, a desert garden, an orange grove and a Hawaiian garden. Complete missions for special awards. New levels coming soon! \n\nBees features:\n\n- Twelve unique nature habitats full of colorful flowers and insects\n- Over 50 honey jars to collect\n- Send free ecards to friends\n- Play the Queen, worker or drone bee to keep your hive alive.\n- Learn how bees work in the hive and flower fields, and how they reproduce.\n\nBe a part of nature and start making some honey!""",Sticky Wicket,4+,"EN, ES",32487676,Games,"Games, Family, Entertainment, Strategy",17/05/2011,6/03/2012,Family,12140,912.928,116.544,0,23308.8
