,Unnamed: 0,URL,ID,Name,Subtitle,Icon URL,Average User Rating,User Rating Count,Price,In-app Purchases,Description,Developer,Age Rating,Languages,Size,Primary Genre,Genres,Original Release Date,Current Version Release Date,genre,Download,Income
213,213,https://apps.apple.com/us/app/tapout-by-tapjoy/id342648612,342648612,TapOut by Tapjoy,,https://is3-ssl.mzstatic.com/image/thumb/Purple5/v4/3b/03/d9/3b03d9af-9af0-d9d5-3941-8a189844dfb0/source/512x512bb.jpg,3.5,37435.0,0.0,,"Guide the ship out of the port.  Similar to the board game Rush Hour, your goal is to move the ships up and down and left and right to create a path for your ship to escape.\n\nWhat separates TapOut from other similar games?\n\n- A world class musical score\n- 100 challenging levels\n- Downloadable level packs\n- Bigger boards with bigger ships\n- Buoys (unmovable objects that add to the challenge)\n\nBrought to you by Tapjoy, creators of TapDefense, TapWord, TapSudoku, and Jigsu.",TapJoy,4+,EN,11333632.0,Games,"Games, Entertainment, Puzzle, Strategy",10/12/2009,22/12/2014,Entertainment,748700.0,56302.240000000005
214,214,https://apps.apple.com/us/app/red-conquest-episodes-1-2/id342960702,342960702,Red Conquest! (Episodes 1 & 2!),,https://is3-ssl.mzstatic.com/image/thumb/Purple69/v4/86/48/8d/86488d2a-4994-a107-21d0-2e6e7e447153/source/512x512bb.jpg,4.0,532.0,0.99,,"Twice the gameplay originally released!\nInternet Multiplayer  |  Episode 2 missions  |  More Challenge missions  |  Difficulty settings\n\nCommand the Red forces!\n\nRed Conquest is a real-time strategy (RTS) game, set in open space. Experience the intergalactic war between the Blue and Red forces like never before!\n\nTake command of your fleet with a user interface designed specifically for the mobile platform!  Casual players of RTS games will appreciate the ease of managing their units with simple multi-touch controls, while RTS veterans will love the variety of advanced macro- and micromanagement options for tactical warfare.\n\nConquer the Blue forces in this epic prequel AND sequel to the events in Blue Defense and Blue Attack!\n\n\nFeatures:\n-Save state and auto save\n-Campaign Mode - Shows the beginning of the war\n-Challenge Mode - 4 types, 16 more levels\n-Local Multiplayer - up to 8 players over WiFi or Bluetooth\n\n\nReviews:\n\n""A Hardcore RTS App with Incredible Depth""\n-AppVersity\n\n""Red Conquest could be a genre-defining RTS for the system!""\n-Slide To Play\n\n""A complex, exciting RTS that takes full advantage of Apple\u2019s hardware.""\n-Cult of Mac\n\n""Get ready to plunge into the battle between Red and Blue forces once again!""\n-pocketfullofapps.com\n\n""This is a must buy for fans...""\n-RazorianFly.com\n\n""OH MY GOD.  OH MY GOD!""\n-wegmans, Touch Arcade Forums (yeah, you deserve a little love here, wegmans!)\n\n""A highly original RTS that is designed to work with the iPhone... not just a clone of real time strategy games on the PC.""\n-iPhone Strategy Games\n\n""Prepare for another serving of Kooistra-awesomeness!""\n-The Appera\n\n""For those who stick with it and master the controls, one of the most complete, well-made RTS experiences on the iPhone await...""\n-Touch Arcade",Cat in a Box Games,12+,EN,19387392.0,Games,"Games, Simulation, Entertainment, Strategy",12/12/2009,2/03/2016,Simulation,10640.0,800.128
215,215,https://apps.apple.com/us/app/alien-antigens-lite/id343751704,343751704,Alien Antigens Lite,,https://is2-ssl.mzstatic.com/image/thumb/Purple123/v4/db/1a/87/db1a8735-1ef5-0d3c-e381-5e4ae8ea60e7/source/512x512bb.jpg,2.0,18.0,0.0,,"Fun, fantastic, and furious.  Aliens attempt to overrun your spacecraft by laying their eggs.  You must shoot antigens into the alien hive.  To complete your mission, make matches of three or more to remove eggs and antigens.  Earn power-ups to protect your ship.  Work quickly before the piston pushes alien eggs and antigens onto the control deck of your ship.  Four levels of unlimited challenge increase in speed, difficulty, and intensity.  Accuracy and speed multipliers are recorded and increase your score.  \n\nUse game sound effects or enjoy your own playlist, changing songs during play.\n\nThe lite version allows you to play up to 15 levels in each difficulty.\n\nMultiplayer gameplay and global leader boards just added.",Twisted Noodle llc,4+,EN,6556139.0,Games,"Games, Strategy, Puzzle, Entertainment",15/12/2009,16/02/2010,Strategy,360.0,27.072000000000003
218,218,https://apps.apple.com/us/app/six-logic-use-your-brain/id344058289,344058289,Six Logic: Use your Brain!,,https://is1-ssl.mzstatic.com/image/thumb/Purple3/v4/f2/04/06/f20406e9-2e97-8cad-92a3-562f68399864/source/512x512bb.jpg,4.0,64.0,0.99,,"Do you like logic games and puzzles?  Then, Six Logic is what you have been looking for :)\n\nInfinite different puzzles with three levels of increase difficulty!\n\nSix Logic is a puzzle game based on a famous riddle which will make you use your brain like never before!\n\nSix Logic will challenge your logic skills to solve a 6x6 matrix of cells. Each cell can have six possible values. In order to win, you will have to find which figure is hidden in each cell.\n\nEach row contains some unique figures in a certain order. To help you solve the puzzle, some hints will be shown on the screen. Each hint can be used to discard one or more figures in one or more cells.\n\nNOTE: There is an in-game option to send bug reports, which will send the full state of the game. To send a bug report, just pause the game and hit the bug report icon. It will prompt you to send an email with some internal game data along with a game screenshot.",Horacio Jimenez,4+,"EN, ES",53878784.0,Games,"Games, Puzzle, Strategy, Entertainment",14/12/2009,25/09/2014,Puzzle,1280.0,96.25600000000001
219,219,https://apps.apple.com/us/app/zen-wars/id344115274,344115274,Zen Wars,,https://is3-ssl.mzstatic.com/image/thumb/Purple128/v4/32/60/7f/32607f16-8505-a4f2-bca4-6ee7402aef4d/source/512x512bb.jpg,4.0,184.0,0.99,"0.99, 0.99","Build your base, place your cannons and attack! Zen Wars is a fast paced strategy-puzzle defense game that challenges players to build, repair and destroy the enemy! Defeat Lord Evilz\' army in single player mode, compete in intense 2 and 3 player online battles and become the ultimate Zen Master!\n\nNew and Noteworthy in the US, Austrian, German and Swiss App Store! Recommended by Touch Arcade, iFanzine, Adrenaline Vault, Nine over Ten and 148apps!\n\n\nBUILD YOUR FORTRESS\nSurround your base and fortify your walls. The more bases you acquire, the more cannons you will have at your disposal. Repair and fortify the base walls after each round to build up your defense.\n\nPLACE YOUR CANNONS\nOnce you surround your fortress, place regular cannons, super cannons and powerful laser cannons. Be careful - place too many cannons and you will run out building space!\n\nDESTROY!\nUse your cannons to destroy Lord Evilz\u2019 army. You\u2019ll be facing angry huns, crazy warriors, giant war pandas, and eventually Lord Evilz himself! Every shot counts! Fortify your fort and destroy Evilz in Zen Wars!\n\nONLINE MULTIPLAYER\nTake on 2 or 3 \u201cfriends\u201d in Game Center multiplayer mode and blow holes in their fortifications to ensure their demise. Earn 17 challenging Achievements and climb the leaderboard ranks and become the #1 Zen Wars Master!\n\n\n\u2028Key Features:\n\n\u2022 Silky smooth touch screen control that let you build your fortress, place cannons and destroy the enemy with pin-point accuracy.\n\n\u2022 Multiple modes of play including: Campaign, Survival and Multiplayer!\n\n\u2022 Full Game Center support with 17 challenging achievements, multiple leaderboards and voice chat supported online multiplayer.\n\n\u2022 Fun. The most important key feature.\n\n\nPRESS QUOTES\n\u2022\u2022\u2022\u2022\u2022\n\u2028\u2028""You\u2019ll need to think on your toes in order to make the correct preparations for multiple attacks, adding an extra layer of strategy and planning over other similar games."" \u2028- Touch Arcade\u2028\n\n""Zen Wars\u2018 markedly different style will come as a real breath of fresh air to genre fans."" 4.5/5 \u2028- iFanzine\n\n""Zen Wars should be a game that every mobile gamer purchases."" 5/5 - Adrenalin Vault\n\n""The ability to find other players through Game Center makes it a must-have for fans of castle defense games."" - AppAdvice.com\n\n""This game should be in any Tower Defense aficionado\u2019s iOS library. HIGHLY RECOMMENDED!"" 4.5 / 5 - Nine Over Ten\n\u2022\u2022\u2022\u2022\u2022",subzero.eu,9+,"EN, FR, DE, JA, ZH",56263680.0,Games,"Games, Strategy, Entertainment, Casual",11/08/2011,23/10/2017,Strategy,3680.0,276.73600000000005
220,220,https://apps.apple.com/us/app/3-boxes/id344942625,344942625,3 Boxes,,https://is5-ssl.mzstatic.com/image/thumb/Purple127/v4/7a/ea/a0/7aeaa0cb-7d49-6632-afc7-ef502747e1f9/source/512x512bb.jpg,2.5,310.0,0.0,0.99,"""1998 unique levels. First 100-150 are relaxing and after that it will become harder and harder and finally you will be challenged with mastermind puzzle you won't even see where to start.\n\nIf you like sudoku and 'unblock' kind of games, you will be delighted playing 3 Boxes.\n\nYour objective is to remove all boxes from the field to the last one.\n\nEach move can block you from resolving puzzle at final step.\nSo plan your strategy carefully.\nNo worries though, you can undo every move without limits.\n\nPuzzles are procedurally generated and sorted from the easiest to the mind blowing. The latest are what make this game the hardest game to finish.\n\nI hope you enjoy it!""",Jan Mazurczak,4+,EN,26754048.0,Games,"Games, Entertainment, Strategy, Puzzle",17/12/2009,2/05/2017,Entertainment,6200.0,466.24000000000007
221,221,https://apps.apple.com/us/app/age-of-conquest-asia/id345015452,345015452,Age of Conquest: Asia,Asian Conquest,https://is5-ssl.mzstatic.com/image/thumb/Purple118/v4/71/29/81/7129816e-3c31-da0b-030a-0bb93dd3b729/source/512x512bb.jpg,3.5,92.0,2.99,,"""Asian Conquest for iPad, iPhone and iPod Touch.\n\nAge of Conquest ASIA is a medieval risk-like turn-based strategy game where you take the reins of a budding empire and struggle against fellow empires for control of Asia. In one game, up to 20 players vie for supremacy, but only one can be victorious. Every game you win pushes up your score, until you don't just dominate the world, but also your fellow players. Then all will be in your shadow and not just peasants, but even kings will worship you! All this can be yours, but only if you triumph.\n\nThis full version contains the following game-play options:\n - multiple scenarios\n - over 45 empires to choose from\n - conquer the whole map\n - god mode option\n - random placement option\n - random fill option\n - mute sounds\n - improved AI\n\nWARNING: For strategy game enthusiasts only!""",Noble Master LLC,12+,EN,37567488.0,Games,"Games, Entertainment, Board, Strategy",15/12/2009,12/10/2018,Entertainment,1840.0,138.36800000000002
222,222,https://apps.apple.com/us/app/strimko-lite/id345748786,345748786,Strimko Lite,,https://is2-ssl.mzstatic.com/image/thumb/Purple/v4/71/29/bb/7129bbcd-bd1c-5532-3bbf-e53a430bbb44/source/512x512bb.jpg,3.5,324.0,0.0,,"STRIMKO\u2122, the popular web-based logical puzzle game, comes to the iPhone / iPod touch, so you can play on the move. Strimko is a number puzzle that introduces a new twist on the classic Latin Squares concept described by the famous Swiss mathematician Leonhard Euler (1707 - 1783) and popularised in forms such as Sudoku and similar number puzzles. \n\nStrimko puzzles are all hand-crafted, tested and difficulty graded by experienced puzzle composers to provide a continuing challenge and attractive puzzle designs. Once you\'ve played hand-crafted puzzles, you\'ll never want to play mass-produced computer-generated puzzles again.\n\nRules: Each row, column and stream (connected groups of circles) must contain only unique numbers (1 through to the puzzle dimension).\n\nThe rules are simple, but they give rise to a uniquely appealing logic for solving puzzles, and the possibilities for challenging puzzles are endless.\n\nFEATURES:\n\n* 9 never before published puzzles, different from those in the full version\n* 3 difficulty levels: Easy, Medium, and Hard\n* Puzzles in three sizes 4 x 4 through 6 x 6\n* Choose between Original, Classic, Grayscale or Random skins to change the look of puzzles\n* All puzzles are hand-crafted by humans for humans\n* Each puzzle is solvable logically and has a unique solution\n* Intelligent hinting system hints a space that can be logically deduced from the current position- no random hints that spoil the challenge\n* Additional puzzle packs available\n* Access to play and control music from your library from within the app (requires OS3.0 or above)\n* OpenFeint support- achievements, forums/chats and more\n\nCHECK OUT THE FULL VERSION:\n\n* 120 never before published, hand-crafted puzzles including 20 available to unlock\n* Master puzzles - new difficulty level introduced for the first time\n* Puzzles in four sizes 4 x 4 through 7 x 7\n* At least 20 hours of challenging gameplay for all but the most skilled players\n\nSTRIMKO GOLD ALSO NOW AVAILABLE: \n\nGet all the content from the full version and downloadable packs- over 300 puzzles in total. Plus you\'ll receive all puzzle packs that are released in the future as free updates. Strimko Gold is the best value way to access a ton of Strimko content.\n\n****\n\nWHAT REVIEWERS ARE SAYING:\n\n""If you want a good quick pick-up-and-play puzzle game for your iDevice, Strimko is a great app""\n--- TouchMyApps\n\n""If you like sudoku but looking for a new challenge, Strimko is a good bet""\n--- iCasual, The Portable Gamer\n\n""Beats Sudoku at its own game""\n-- AppChap.blogspot.com \n\n""With the possibility of more and more unique puzzles coming on board through in-app purchases, this is truly a great game that will live on your iPhone/iPod Touch for a really long time.""\n--- AppsDoiPhone.com\n\n""There\'s a lot of gameplay here and I think you\'re going to enjoy it, like I said, especially if you\'re a puzzle lover like myself""\n--- App Calendar\n\nMORE:\n\nDiscover more Strimko online at www.strimko.com\nFollow Strimko on Twitter at twitter.com/strimko\nBecome a Strimko fan at facebook.com/pages/strimko/137397689322\n\nCREATORS:\n\nThe Grabarchuk Family: www.grabarchukpuzzles.com\nQuokka Studios: www.quokkastudios.com\n\nStrimko is a trademark of The Grabarchuk Family.","Puzzlium, Inc.",4+,"EN, JA, ES",13945969.0,Games,"Games, Strategy, Puzzle",17/12/2009,21/10/2011,Strategy,6480.0,487.29600000000005
223,223,https://apps.apple.com/us/app/rogue-planet-free/id346622193,346622193,Rogue Planet - FREE,,https://is3-ssl.mzstatic.com/image/thumb/Purple/v4/74/51/f7/7451f716-a952-1334-a519-5fedd7c318e6/source/512x512bb.jpg,3.5,1736.0,0.0,,"Plunge into this unique turn-based strategy game set in a futurist world.\n\n- Realistic environments and animations: Sci-fi visuals and 3D backgrounds provide maximum immersion in the game.\n\n- Optimized gameplay: Touch the screen to select your units, zoom-in or rotate the game field.\n\n- A lively soundtrack for a unique feeling of intensity: Epic themes, shouting soldiers and mechanical sound effects give life to your army!\n\nFULL GAME FEATURES:\nTake command of unbelievable battles in Solo and Multiplayer modes!\n\n- A breathtaking story mode: Discover the story through numerous cutscenes. Complete 19 campaign missions to defeat the machines and take back Earth!\n\n- Get ready for endless fun! Quick Play mode features 34 maps: 19 from Story mode, and 15 new ones playable with 2 different armies and 3 difficulty levels.\n\n- Multiplayer mode: Face your friend\u2019s army via local Wi-Fi or Bluetooth connection (online multiplayer via Wi-Fi or 3G coming soon in a next update).\n\nCertain apps allow you to purchase virtual items within the app and may contain third party advertisements that may redirect you to a third party site.",Agharta Studio,9+,"EN, FR, DE, IT, JA, ES",80186242.0,Games,"Games, Action, Strategy",18/12/2009,18/12/2009,Action,34720.0,2610.9440000000004
224,224,https://apps.apple.com/us/app/fragmental-3d-lite-build-lines-with-falling-blocks/id346656942,346656942,Fragmental 3D Lite - Build Lines with Falling Blocks!,,https://is4-ssl.mzstatic.com/image/thumb/Purple6/v4/e3/e8/36/e3e836bb-9e2f-3967-f105-4657a9c17027/source/512x512bb.jpg,2.5,1377.0,0.0,,"Leave Tetris\xae in the two-dimensional dust.  Slide, spin, and force-drop falling blocks in full 3D! Build rows across the grid to clear lines, make combos, and score points.\n\nFragmental 3D is a Universal/HD app \u2013 the best \u201c3D Tetris\u201d game for your iPhone/iPad devices!\n\n***This is the LITE version of Fragmental 3D.*** With the FULL version, access several gameplay modes, new Fragment collections, six beautiful environments, and more!  Play it on all your iOS devices.  GameCenter enabled.\n\nSee Fragmental 3D in action: http://youtu.be/NeGtcuuAI6M",Aesthetic Interactive,4+,EN,7988224.0,Games,"Games, Puzzle, Entertainment, Strategy",23/12/2009,4/11/2015,Puzzle,27540.0,2071.0080000000003
225,225,https://apps.apple.com/us/app/gerrys-pegs/id346728338,346728338,"""Gerry's Pegs""",,https://is5-ssl.mzstatic.com/image/thumb/Purple71/v4/d3/9e/5d/d39e5d5d-882e-e65e-921d-6664e73a7093/source/512x512bb.jpg,2.0,6.0,0.99,,"""Gerry's Pegs is a simple game to challenge your wits.\n\nThe goal of the game is to end up with as few pieces as possible.\nTo acheive a \u201cPerfect Game\u201d, the game must finish with a single piece on the board in the position of the initial empty position.\n\nVisit my web page for a video demonstration of the game.\n\nThe rules of Gerry's Pegs are simple:\n- Remove the initial piece from any position on the board\n- Choose a piece and jump either horizontally or diagonally over an occupied position into an empty position.\n- The piece that you jump will be removed from the board\n\nFeatures Include:\n- Ability to generate the moves for Best Possible and Worst Possible games for you\n- Allows you to undo your moves\n- Keeps track of game statistics\n- The colour of the sky reflects the time of day (black = night, blue = day)""",Gerry Beggs,4+,"EN, FR",13468672.0,Games,"Games, Strategy, Board",20/12/2009,12/11/2016,Strategy,120.0,9.024
227,227,https://apps.apple.com/us/app/european-war-lite/id347872059,347872059,European War Lite,,https://is1-ssl.mzstatic.com/image/thumb/Purple/v4/2d/23/71/2d237194-2c2a-3d6b-67b2-68e2e1665b1c/source/512x512bb.jpg,3.5,1739.0,0.0,,"European War (musket & artillery) is a new style strategy game for iPhone & iPod. It takes you to battleground Europe during the eighteenth century and nineteenth century. In this game many tactics been used in order to defeat the other forces. You can select six empires: British, French, Ottoman, Russia, Germany and Austro-Hungary in this age. If your army conquest enemy\u2019s territory your total tax revenue will be improved. You would get all of the empire\u2019s Territories and improve yourself total tax revenue after your army conquered enemy\u2019s Capital. Tax can be used to purchase cards (Draft Card, General Card, Marshal Card, Ship Card, Fortress Card, Cannon Fire Card.)\n\nFEATURES:\n-Include five difficulty levels.\n-Include 6 common cards and 6 empire\u2018s special cards.\n-Include two mode: CONQUEST MODE and BATTLE MODE.\n-CONQUEST MODE: select one of the six empires to defeat other empires.\n-BATTLE MODE:  select three campaigns (Battle of Toulon (1793), Battle of Marengo (1800), Battle of Austerlitz (1805)) .\n-72 Territories (include sea and capital) every territory has its taxation.\n-Extend risk style battle mode (easy, various and interesting).",EASY Inc.,9+,"EN, JA, ZH, ZH",14912432.0,Games,"Games, Strategy, Simulation",31/12/2009,18/01/2011,Strategy,34780.0,2615.456
228,228,https://apps.apple.com/us/app/instant-chess/id347920086,347920086,Instant Chess,Play chess online,https://is3-ssl.mzstatic.com/image/thumb/Purple118/v4/4d/23/2d/4d232d59-83b4-17fb-4163-19c9fec64b6d/source/512x512bb.jpg,4.0,1009.0,0.0,"1.99, 1.99, 8.49, 3.99, 0.99, 1.99, 7.99","""InstantChess is a truly multinational community of chess players. Our players are well distributed across chess playing continents \u2013 Middle East (30%), Europe (25%) and North America (20%), which makes InstantChess a perfect battlefield for a clash of minds and the best way to relieve any tensions. Get on now! Play chess, not war!\n\n\u2014 Instant matching with people from all over the world\n\u2014 Any game clock (for paid subscribers only)\n\u2014 Live chess tournaments (please, first sign in on our website)\n\u2014 Challenge your Facebook friends\n\n+ PLAY OFFLINE\nIf you are missing Internet connection you can still enjoy playing chess with computer opponent (Coach) using standard or Legendary Chessmen.\n\n+ LEGENDARY CHESSMEN\n36 sets of elaborate chessmen from different corners of the world and 19 chess boards were reproduced from real objects and are now available for the game. It is very likely you will find chess set that is popular in your country!\n\nBEST RIVALS\nCreate your own 'collection' of the best matching opponents. Send them game invitations, accept their offers or watch their live games \u2013 you will never miss a good game of chess!\n\nUnlimited ad-free play for InstantChess website subscribers.\n\nPLAY LIVE CHESS AND KEEP YOUR BRAIN FIT!\n\nSUBSCRIPTION OPTIONS\n\nUnlimited Play \u2013 unlimited number of games to play with no ads, any prefered game clock and opponent level for the following 7 or 30 days.\n\nPayment will be taken from your iTunes account as soon as the purchase is validated. Your subscription renews itself automatically provided you do not disable auto-review during the 24-hour period before the current period expires. The renewal charge will be applied to your account within the 24-hour period before the current subscription expires. You remain in control of your subscription and you can disable the auto-renewal feature at any time through your account settings.\n\nTerms and Conditions: https://www.InstantChess.com/useragreement\nPrivacy Policy: https://www.InstantChess.com/privacypolicy\n\nFor any questions please contact our support team at www.InstantChess.com/support""",InstantChess Ltd,4+,"EN, RU",123698176.0,Games,"Games, Board, Lifestyle, Strategy",29/12/2009,18/01/2019,Board,20180.0,1517.536
229,229,https://apps.apple.com/us/app/solve-my-sudoku-penultimate/id347990652,347990652,Solve My Sudoku Penultimate,,https://is5-ssl.mzstatic.com/image/thumb/Purple/v4/fd/3e/fc/fd3efcbd-68b0-e490-9d79-edcc6fc9a0f5/source/512x512bb.jpg,2.0,602.0,0.0,,"Solves sudoku puzzles for you, either hint by hint or all at once.\n\nSecond fastest sudoku solver on the iPhone today.",Bata Construction,4+,"EN, FR, DE, IT, JA, ES",215840.0,Entertainment,"Entertainment, Strategy, Games, Puzzle",29/12/2009,3/02/2011,Strategy,12040.0,905.408
230,230,https://apps.apple.com/us/app/optia/id347996243,347996243,Optia,,https://is4-ssl.mzstatic.com/image/thumb/Purple128/v4/e5/36/fe/e536feda-b6c4-d7ee-c848-b58411543519/source/512x512bb.jpg,4.0,1335.0,2.99,,"""NOTE: Optia syncs progress across devices! Please see below for directions.\n\nOptia is a beautiful, immersive physics game about reflected light. You must activate all targets in each level with a laser beam, powering the transition to the next.\n\nFortunately, your puzzle-solving instincts come in handy here! Using a clever assortment of mirrors, you can reflect a beam in any direction, split it into two separate beams (or four, or eight, or sixteen...), and if you must, sacrifice your own laser to clear a path to that last target.\n\nAnd Optia doesn't end there! After cutting your teeth on the main campaign, you can create your own levels and upload them for others to play.\n\nWith 100 main levels, more than one thousand user-created levels, and a polished ecosystem for creating, playing, and rating new levels, you never really need to stop playing Optia. And you can decide if that's a good thing.\n\n- Featured in Apple's New & Noteworthy\n- Winner of Applied Arts Magazine Award for Game Design\n\n----------------\n\nTIPS & TRICKS\n\n- To sync levels across devices, unlock the level editor by completing 30 levels. Then, in the Editor level menu (the wrench icon), create an alias and a password. Finally, load Optia on your second device, go to the Editor menu, and log in.\n\n- Load a previously solved level with its solution by tapping the level's colored dot in the level menu.\n\n- When scrolling through the level menu, tap the Optia logo to jump back to the level you're currently playing.""",Beder Studios,4+,EN,32712704.0,Games,"Games, Entertainment, Strategy, Puzzle",29/12/2009,11/02/2018,Entertainment,26700.0,2007.8400000000001
231,231,https://apps.apple.com/us/app/hipercubo/id348056335,348056335,Hipercubo,,https://is3-ssl.mzstatic.com/image/thumb/Purple111/v4/8c/2a/b9/8c2ab92b-d7bd-17ba-ebc4-03ccc2c16c8a/source/512x512bb.jpg,3.0,86.0,0.0,,"Did you ever wondered how it feels to be trapped inside a higher-dimensional room? There is no way out, anywhere you run, any door you open will get you back to the original place.\n\nWhen a cube is stretched into the 4th dimension, it becomes a Hypercube, composed of 8 interconnected cubes. Hipercubo is a puzzle game inside a Hypercube.\n\nYou will need to turn, twist and fold it inside out to bring the desired cubes, avoiding obstacles, searching for powers and ways to get in locked cubes.\n\nHipercubo makes us think about higher dimensions discovered by physicists and how our universe is structured, being finite in space, but unbounded. You can run trough the 8 cubes forever and will never reach the end, like an ant running on the surface of a balloon...\n\nIncludes an exhilarating off-game full-screen mode. Tilt and twist the Hypercube with the accelerometer while listening to the amazing sci-fi soundtrack provided by Cromo.s\xf4nica.\n\nPlay it Freestyle or take the Challenge in 56 puzzles!\n\nHeadphones highly recommended!",StudioAvante,4+,"EN, PT",13109248.0,Games,"Games, Strategy, Entertainment, Puzzle",11/01/2010,17/01/2017,Strategy,1720.0,129.34400000000002
232,232,https://apps.apple.com/us/app/2012-zombies-vs-aliens-warfare/id348308731,348308731,2012 Zombies vs Aliens Warfare,,https://is3-ssl.mzstatic.com/image/thumb/Purple/v4/4b/8b/81/4b8b816c-ad6f-8702-1934-4706b7a4dbbd/source/512x512bb.jpg,3.5,37350.0,0.0,,"OMG, READ CAREFULLY!!!!\n""Shoot down Aliens!..."" - ABC News Television Broadcast.\n\nOver Half a MILLION Players with 4 stars rating! - You gotta check ZvsA out.\n\nNote: If you need multiplayer tell all your friends to download this game! \n\nWARNING:\nIf you have tests, exams or busy at school/college -\nPLAY WITH CAUTION! \nHere is why:\n""This game is so good I failed my science exam"" - PlayHaven User\n""So Good... I missed school yesterday"" - iTunes Reviewer\n\nOver quarter of a MILLION Players with 4 stars rating! - You Gotta check this game out! \n\nTHE Reviews:\n""""2012 Zombies vs Aliens... is a really cool tower defense... I have been playing ...for past few days and its been offering a lot of game play... If you like tower defense apps then check it out..."" -appmodo.com\n\n""2012 ZvsA is a no brainer. It will give you countless hours of gameplay and hits that perfect sweet spot between individual level play time and strategy."" - 148Apps.com\n\n""With three difficulty settings, as well as the Alien campaign mode, you could conceivably play this game for a very long time...."" - SlideToPlay.com \n\nABOUT 2012ZVSA:\nThis is a unique version of the game. The game gets progressively challenging and the AI is tuned to be really smart... XD\n\nYou Gotta Try this, and yeah don\'t forget to tell all your friends about it!!!\n\nTHE Mess:\nIn 2012, Aliens in search of new habitats, wiped out the human race, mistaking them for just another pest on Earth. Their massive alpha particle weapons laid waste the planet, leaving them room to sow the seeds that would make the planet livable for them.\nUpon returning years later, expecting a new haven, they found that those same alpha particles would over time turn dead human flesh alive. Dead humans were not what the aliens expected, and a new power struggle to claim lordship over the planet began\u2026 You are the commander! A Zombie Commander. Beat the aliens out and save Zombianity.\xa0\xa0After that you can unlock and become the Alien Commander and rule over earth. What would you like to be?\n\nFEATURING:\n* Literally DAY\'S of Gameplay!\n* Amazing Sound-effects with insanely cool graphics! \n* Particle effects!\n* Dynamic Artificial Intelligence System\n* Two Unique Civilization options (Zombies and Aliens) \n* 56 Zombie Levels - 8 Cities to conquer with 7 sub-levles in each! \n* 56 Alien Levels - 8 Cities to conquer with 7 sub-levles in each! \n* 112 Levels in Total!\n* 7 Zombie Soldiers with 3 unique bombing options \n* 7 Alien Soldiers with 3 unique bombing options \n* AND MORE...\n\nAWESOME OpenFeint integration:\n* Over 40 Open-Feint Achievements to be DISCOVERED! \n* 1000 OpenFeint points to be LOOTED!\n* 6 Unique Open-Feint Leader Boards... wow",Infinidy Corp,12+,EN,14556326.0,Games,"Games, Strategy, Role Playing, Entertainment",10/01/2010,11/07/2011,Strategy,747000.0,56174.4
233,233,https://apps.apple.com/us/app/crazy-chess-random-ba-net/id348639431,348639431,Crazy Chess Random - BA.net,Many Fun Variations no IAP,https://is1-ssl.mzstatic.com/image/thumb/Purple114/v4/f1/34/87/f1348718-e353-9c87-9a5d-c7e0ca5d2833/source/512x512bb.jpg,2.0,119.0,0.0,,"The game is based on the game of chess but contains rearranged chess pieces. Free game, no IAP. \n\nCrazy Chess is played using a normal chess board. The moves and pieces are the same as the original game. Because of the rearranged pieces, players cannot use typical chess opening moves.\n\nThe game is good for helping newer and more experienced chess players learn how the game works. It helps understand chess, and eventually become better at the game through learning how to ""read the board"".\n\nCrazy Chess is a derivative of Fischer Random Chess and Really Bad Chess. On the BA.net Crazy Chess version the second line of pieces is generated at random. With more chances of higher weight pieces.\n\nYou can get a new board every time you reload the app! Also the computer player is a bit unluckier when getting chess pieces. Have fun!\n\nGame Design\nThe game is fast and exciting as you start right into the middle game.\n\nCastling is done by moving the king, rook moves automatically.\n\nWhen swapping sides the computer makes its move instantly (since it\'s its turn) so you may be disoriented at first and not notice it.\n\nAI Design:The computer recursively explores the tree of possible moves, keeping score along the way. It tries to take as many pieces as possible and get into the center early. That\'s about all. It\'s endgame strategy is to win before the endgame. \n\nNew. Simulate Chess Games. Play Chess without Moving Pieces. Guess AI Game Result. Stockfish AI.\n\nFree Chess App with various skill levels, and fun style of play. New Basic game, and PRO game, including 2 player board option. \n\nAlso included on-line chess library, with hundreds of classic games for replay. Chess Clock, Chess Puzzles, Remote Multi Player Chess and more.\n\nMany hours of fun in a small app footprint.\n\nBA.net/juegos/crazychess",Jaime Garcia Ghirelli,4+,EN,46803968.0,Games,"Games, Board, Education, Strategy",30/12/2009,30/01/2019,Board,2380.0,178.976
